,url,website,cluster_dbscan,pca_cluster_dbscan,cluster_hdbscan,pca_cluster_hdbscan
1274,mingjia.eastmoney.com/Stock/zhangyidong,stock.eastmoney.com,148,146,136,133
1275,ds.ifeng.com/,finance.ifeng.comstock,-1,-1,-1,-1
1276,ir.ifeng.com/,finance.ifeng.comstock,-1,-1,55,55
1277,www.ifeng.com/corp/about/intro/,finance.ifeng.comstock,-1,-1,94,105
1278,phtv.ifeng.com/intro/,finance.ifeng.comstock,-1,-1,-1,-1
1279,www.ifeng.com/corp/ad/,finance.ifeng.comstock,-1,-1,102,104
1280,www.ifeng.com/corp/exemption/,finance.ifeng.comstock,-1,-1,231,228
1281,www.ifeng.com/,finance.ifeng.comstock,-1,-1,55,55
1282,career.ifeng.com/,finance.ifeng.comstock,-1,-1,133,130
1283,www.ifeng.com/corp/privacy/,finance.ifeng.comstock,-1,-1,-1,-1
1284,history.ifeng.com/,finance.ifeng.comstock,157,155,157,166
1285,v.ifeng.com/404.html,finance.ifeng.comstock,-1,-1,-1,-1
1286,news.ifeng.com/,finance.ifeng.comstock,158,156,88,99
1287,finance.ifeng.com/c/82yIVAC8kX6,finance.ifeng.comstock,-1,-1,-1,-1
1288,ncar.auto.ifeng.com/price/home,finance.ifeng.comstock,-1,-1,169,169
1289,auto.ifeng.com/buycar/,finance.ifeng.comstock,-1,-1,169,169
1290,news.ifeng.com/,finance.ifeng.comstock,158,156,88,99
1291,house.ifeng.com/news/2021_03_16-53943775_0.shtml,finance.ifeng.comstock,-1,-1,-1,-1
1292,fo.ifeng.com/zonghe/special/lghsqqq/,finance.ifeng.comstock,-1,-1,94,105
1293,biz.ifeng.com/,finance.ifeng.comstock,153,151,58,57
1294,ds.ifeng.com/,finance.ifeng.comstock,-1,-1,-1,-1
1295,ir.ifeng.com/,finance.ifeng.comstock,-1,-1,55,55
1296,gentie.ifeng.com/c/comment/7zJVSrGrzHC,finance.ifeng.comstock,-1,-1,-1,38
1297,yc.ifeng.com/book/3248982/1/,finance.ifeng.comstock,149,147,11,11
1298,yc.ifeng.com/book/3159173/1/,finance.ifeng.comstock,149,147,11,11
1299,health.ifeng.com/c/7y9A89kWoAC#_wth_zwy,finance.ifeng.comstock,150,148,76,76
1300,health.ifeng.com/c/7y99scfpGIi#_wth_zwy,finance.ifeng.comstock,151,149,56,56
1301,shopping.ifeng.com/,finance.ifeng.comstock,152,150,196,193
1302,ishare.ifeng.com/mediaShare/home/706/media,finance.ifeng.comstock,-1,-1,80,94
1303,gentie.ifeng.com/commentManage,finance.ifeng.comstock,-1,-1,128,125
1304,vip.v.ifeng.com/phone/index.shtml,finance.ifeng.comstock,-1,-1,234,231
1305,v.ifeng.com/,finance.ifeng.comstock,-1,-1,-1,-1
1306,zhibo.ifeng.com/,finance.ifeng.comstock,-1,-1,88,99
1307,ent.ifeng.com/,finance.ifeng.comstock,-1,151,58,57
1308,sports.ifeng.com/,finance.ifeng.comstock,-1,-1,-1,-1
1309,fashion.ifeng.com/,finance.ifeng.comstock,-1,-1,157,166
1310,auto.ifeng.com/,finance.ifeng.comstock,-1,-1,88,99
1311,cd.house.ifeng.com/,finance.ifeng.comstock,-1,-1,124,120
1312,tech.ifeng.com/,finance.ifeng.comstock,-1,156,88,99
1313,culture.ifeng.com/,finance.ifeng.comstock,159,157,157,166
1314,culture.ifeng.com/,finance.ifeng.comstock,159,157,157,166
1315,biz.ifeng.com/zhubaowang/zhubaoxiaofei/zhubaofenleizixun/qita/detail_2016_11/21/4803473_0.shtml,finance.ifeng.comstock,-1,-1,30,28
1316,biz.ifeng.com/zhubaowang/zhubaohangye/hangyezixun/guonei/detail_2016_11/21/4803475_0.shtml,finance.ifeng.comstock,-1,-1,30,28
1317,biz.ifeng.com/zhubaowang/zhubaoxiaofei/zhubaofenleizixun/cui/detail_2016_11/21/4803474_0.shtml,finance.ifeng.comstock,-1,-1,30,28
1318,biz.ifeng.com/zhubaowang/zhubaohangye/hangyezixun/guoji/detail_2016_11/21/4803472_0.shtml,finance.ifeng.comstock,-1,-1,30,28
1319,comment.ifeng.com/viewpersonal.php?uname=%E8%92%99%E5%8F%A4%E7%8E%8B%E7%89%8C%E6%B5%B7%E5%86%9B,finance.ifeng.comstock,-1,-1,-1,-1
1320,comment.ifeng.com/viewpersonal.php?uname=%E5%B0%8F%E5%8C%85%E5%AD%90%E7%9B%8A,finance.ifeng.comstock,-1,-1,-1,-1
1321,comment.ifeng.com/viewpersonal.php?uname=puffball,finance.ifeng.comstock,-1,-1,160,146
1322,comment.ifeng.com/viewpersonal.php?uname=heusen,finance.ifeng.comstock,-1,-1,161,147
1323,comment.ifeng.com/viewpersonal.php?uname=oooovc,finance.ifeng.comstock,-1,-1,-1,-1
1324,health.ifeng.com/c/7wFLsbwXSq0#_wth_404,finance.ifeng.comstock,-1,-1,76,76
1325,health.ifeng.com/c/7vtq4TGbBEu#_wth_404,finance.ifeng.comstock,-1,-1,76,76
1326,health.ifeng.com/c/7vtqSaoVx5s#_wth_404,finance.ifeng.comstock,-1,-1,90,89
1327,health.ifeng.com/c/7vtqdZzYDFA#_wth_404,finance.ifeng.comstock,-1,-1,76,76
1328,feng.ifeng.com/author/1386501,finance.ifeng.comstock,154,152,48,48
1329,feng.ifeng.com/author/1386563,finance.ifeng.comstock,154,152,48,48
1330,feng.ifeng.com/author/1386568,finance.ifeng.comstock,154,152,48,48
1331,feng.ifeng.com/author/1386591,finance.ifeng.comstock,154,152,48,48
1332,feng.ifeng.com/author/1386504,finance.ifeng.comstock,154,152,48,48
1333,feng.ifeng.com/author/1386478,finance.ifeng.comstock,154,152,48,48
1334,feng.ifeng.com/author/1386509,finance.ifeng.comstock,154,152,48,48
1335,feng.ifeng.com/author/1386483,finance.ifeng.comstock,154,152,48,48
1336,gentie.ifeng.com/c/comment/7wRBhkuOGhM,finance.ifeng.comstock,-1,-1,52,54
1337,yc.ifeng.com/book/3248982/1/,finance.ifeng.comstock,149,147,11,11
1338,yc.ifeng.com/book/3159173/1/,finance.ifeng.comstock,149,147,11,11
1339,health.ifeng.com/c/7y9A89kWoAC#_wth_zwy,finance.ifeng.comstock,150,148,76,76
1340,health.ifeng.com/c/7y99scfpGIi#_wth_zwy,finance.ifeng.comstock,151,149,56,56
1341,shopping.ifeng.com/,finance.ifeng.comstock,152,150,196,193
1342,gentie.ifeng.com/myComments?guid=76215021,finance.ifeng.comstock,156,154,130,127
1343,gentie.ifeng.com/myComments?guid=76185256,finance.ifeng.comstock,156,154,130,127
1344,www.ifeng.com/corp/privacy/,finance.ifeng.comstock,-1,-1,-1,-1
1345,gentie.ifeng.com/commentManage,finance.ifeng.comstock,-1,-1,128,125
1346,news.ifeng.com/,finance.ifeng.comstock,158,156,88,99
1347,v.ifeng.com/,finance.ifeng.comstock,-1,-1,-1,-1
1348,zhibo.ifeng.com/,finance.ifeng.comstock,-1,-1,88,99
1349,ent.ifeng.com/,finance.ifeng.comstock,-1,151,58,57
1350,sports.ifeng.com/,finance.ifeng.comstock,-1,-1,-1,-1
1351,fashion.ifeng.com/,finance.ifeng.comstock,-1,-1,157,166
1352,auto.ifeng.com/,finance.ifeng.comstock,-1,-1,88,99
1353,cd.house.ifeng.com/,finance.ifeng.comstock,-1,-1,124,120
1354,tech.ifeng.com/,finance.ifeng.comstock,-1,156,88,99
1355,culture.ifeng.com/,finance.ifeng.comstock,159,157,157,166
1356,culture.ifeng.com/,finance.ifeng.comstock,159,157,157,166
1357,history.ifeng.com/,finance.ifeng.comstock,157,155,157,166
1358,mil.ifeng.com/,finance.ifeng.comstock,153,151,58,57
1359,travel.ifeng.com/,finance.ifeng.comstock,-1,-1,133,130
1360,fo.ifeng.com/,finance.ifeng.comstock,-1,-1,55,55
1361,guoxue.ifeng.com/,finance.ifeng.comstock,-1,-1,133,130
1362,ishare.ifeng.com/mediaShare/home/704/media,finance.ifeng.comstock,-1,-1,80,94
1363,talk.ifeng.com/index.shtml,finance.ifeng.comstock,-1,-1,-1,-1
1364,yue.ifeng.com/index.shtml,finance.ifeng.comstock,-1,-1,196,193
1365,rbt.ifeng.com/index.shtml,finance.ifeng.comstock,-1,-1,178,178
1366,v.ifeng.com/c/84lf3ZZDroY,finance.ifeng.comstock,-1,-1,-1,-1
1367,v.ifeng.com/c/84lMotKGlC7,finance.ifeng.comstock,-1,-1,54,52
1368,news.ifeng.com/c/84lXK2uBCWd,finance.ifeng.comstock,-1,-1,-1,-1
1369,gentie.ifeng.com/myComments?guid=58293267,finance.ifeng.comstock,156,154,130,127
1370,gentie.ifeng.com/myComments?guid=73448194,finance.ifeng.comstock,156,154,130,127
1371,ishare.ifeng.com/mediaShare/home/292839/media,finance.ifeng.comstock,160,158,-1,-1
1372,v.ifeng.com/c/84jY5IHoDNn,finance.ifeng.comstock,-1,-1,-1,-1
1373,gentie.ifeng.com/superviseReport,finance.ifeng.comstock,-1,-1,-1,-1
1374,v.ifeng.com/c/84n2QyLOojN,finance.ifeng.comstock,-1,-1,54,52
1375,v.ifeng.com/c/84n1UTdiflc,finance.ifeng.comstock,-1,-1,53,53
1376,v.ifeng.com/c/84iQul3BEiS,finance.ifeng.comstock,-1,-1,53,52
1377,news.ifeng.com/c/84lMrYTgsIW,finance.ifeng.comstock,-1,-1,-1,-1
1378,mil.ifeng.com/c/84mOxB66WmK,finance.ifeng.comstock,-1,-1,-1,-1
1379,news.ifeng.com/c/84n6cYynv9m,finance.ifeng.comstock,-1,-1,125,117
1380,mil.ifeng.com/c/84mLVSj5YY8,finance.ifeng.comstock,-1,-1,-1,-1
1381,v.ifeng.com/c/84mqFNpJscI,finance.ifeng.comstock,-1,-1,-1,-1
1382,ishare.ifeng.com/c/404,finance.ifeng.comstock,-1,-1,-1,-1
1383,www.ifeng.com/,finance.ifeng.comstock,-1,-1,55,55
1384,news.ifeng.com/c/84mbwJkmF5E,finance.ifeng.comstock,-1,-1,77,75
1385,news.ifeng.com/c/84l6IjAgiZn,finance.ifeng.comstock,-1,-1,77,75
1386,gentie.ifeng.com/myComments?guid=67224554,finance.ifeng.comstock,156,154,130,127
1387,gentie.ifeng.com/myComments?guid=4244633,finance.ifeng.comstock,-1,-1,130,127
1388,comment.ifeng.com/content/gongyue/gtgl.html,finance.ifeng.comstock,-1,-1,-1,-1
1389,news.ifeng.com/ask/index.shtml,finance.ifeng.comstock,-1,-1,-1,-1
1390,gentie.ifeng.com/myComments?guid=719619,finance.ifeng.comstock,-1,-1,-1,-1
1391,ishare.ifeng.com/mediaShare/home/373005/media,finance.ifeng.comstock,160,158,-1,-1
1392,ishare.ifeng.com/mediaShare/home/9300/media,finance.ifeng.comstock,-1,-1,80,94
1393,tech.ifeng.com/c/84lHmGsXE2D,finance.ifeng.comstock,-1,-1,-1,-1
1394,news.ifeng.com/c/84lsOqiPro7,finance.ifeng.comstock,-1,-1,126,121
1395,sports.ifeng.com/c/84mgwBxjJVw,finance.ifeng.comstock,-1,-1,-1,54
1396,sports.ifeng.com/c/84lRAbi9AH2,finance.ifeng.comstock,-1,-1,77,75
1397,v.ifeng.com/c/84mgwBxjJMe,finance.ifeng.comstock,-1,-1,53,53
1398,tech.ifeng.com/c/84mw0SS7E3n,finance.ifeng.comstock,-1,-1,-1,-1
1399,ent.ifeng.com/c/84lCkiLiFpj,finance.ifeng.comstock,-1,-1,77,75
1400,v.ifeng.com/c/84lmCxyrBDg,finance.ifeng.comstock,-1,-1,53,53
1401,gentie.ifeng.com/myComments?guid=87055967,finance.ifeng.comstock,156,154,130,127
1402,gentie.ifeng.com/myComments?guid=89619074,finance.ifeng.comstock,156,154,130,127
1403,gentie.ifeng.com/myComments?guid=78641395,finance.ifeng.comstock,156,154,130,127
1404,gentie.ifeng.com/myComments?guid=7995160,finance.ifeng.comstock,-1,-1,130,127
1405,gentie.ifeng.com/myComments?guid=70169984,finance.ifeng.comstock,156,154,130,127
1406,gentie.ifeng.com/myComments?guid=79083737,finance.ifeng.comstock,156,154,130,127
1407,comment.ifeng.com/viewpersonal.php?uname=%E5%87%A4%E5%87%B0%E7%BD%91%E5%8F%8B&guid=4000000059981750624,finance.ifeng.comstock,-1,-1,-1,-1
1408,comment.ifeng.com/viewpersonal.php?uname=%E5%87%A4%E5%87%B0%E7%BD%91%E5%8F%8B&guid=4000000007776710637,finance.ifeng.comstock,-1,-1,-1,-1
1409,gentie.ifeng.com/myComments?guid=53628142,finance.ifeng.comstock,156,154,130,127
1410,comment.ifeng.com/content/gongyue/gtgl.html,finance.ifeng.comstock,-1,-1,-1,-1
1411,news.ifeng.com/ask/index.shtml,finance.ifeng.comstock,-1,-1,-1,-1
1412,comment.ifeng.com/viewpersonal.php?uname=%E5%87%A4%E5%87%B0%E7%BD%91%E5%8F%8B&guid=64633184,finance.ifeng.comstock,-1,-1,-1,-1
1413,news.ifeng.com/c/84ldadwt4hP,finance.ifeng.comstock,-1,-1,-1,-1
1414,news.ifeng.com/c/84l7RdiDFWj,finance.ifeng.comstock,-1,-1,77,75
1415,news.ifeng.com/c/84lcVvAJlxL,finance.ifeng.comstock,-1,-1,77,75
1416,gentie.ifeng.com/myComments?guid=60629279,finance.ifeng.comstock,156,154,130,127
1417,gentie.ifeng.com/myComments?guid=78055261,finance.ifeng.comstock,156,154,130,127
1418,gentie.ifeng.com/myComments?guid=62195216,finance.ifeng.comstock,156,154,130,127
1419,gentie.ifeng.com/myComments?guid=73630593,finance.ifeng.comstock,156,154,130,127
1420,gentie.ifeng.com/myComments?guid=63589889,finance.ifeng.comstock,156,154,130,127
1421,v.ifeng.com/c/0a3a2eb4-ffc6-43a6-8374-59a9eacec31d,finance.ifeng.comstock,-1,-1,-1,-1
1422,v.ifeng.com/c/6e493b31-d641-4805-b96e-7bfe379f9eae,finance.ifeng.comstock,-1,-1,-1,-1
1423,v.ifeng.com/c/7ghdRvO2jCE,finance.ifeng.comstock,-1,-1,53,52
1424,v.ifeng.com/c/36dda8be-fb69-4975-b17b-7f1d4160ff7d,finance.ifeng.comstock,-1,-1,-1,-1
1425,v.ifeng.com/c/9ab3924b-3d69-4062-9d52-9694090b35fa,finance.ifeng.comstock,-1,-1,-1,-1
1426,v.ifeng.com/c/c6be0283-713d-446b-aa78-c0e35a5bc722,finance.ifeng.comstock,-1,-1,-1,-1
1427,v.ifeng.com/c/65423cdc-0041-4833-9998-dcc27a4e40b4,finance.ifeng.comstock,-1,-1,-1,-1
1428,gentie.ifeng.com/myComments?guid=81907502,finance.ifeng.comstock,156,154,130,127
1429,shopping.ifeng.com/#_wth_wzy,finance.ifeng.comstock,-1,-1,124,120
1430,shopping.ifeng.com/categories/147/?sub=148#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1431,shopping.ifeng.com/categories/147/?sub=150#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1432,shopping.ifeng.com/categories/147/?sub=151#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1433,shopping.ifeng.com/categories/140/?sub=142#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1434,shopping.ifeng.com/categories/140/?sub=143#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1435,shopping.ifeng.com/categories/140/?sub=144#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1436,shopping.ifeng.com/categories/153/?sub=155#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1437,shopping.ifeng.com/categories/153/?sub=157#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1438,shopping.ifeng.com/categories/161/?sub=162#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1439,shopping.ifeng.com/categories/161/?sub=164#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1440,shopping.ifeng.com/categories/161/?sub=166#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1441,shopping.ifeng.com/categories/153/?sub=154#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1442,shopping.ifeng.com/categories/174/?sub=175#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1443,shopping.ifeng.com/categories/174/?sub=176#_wth_wzy,finance.ifeng.comstock,236,234,96,97
1444,sports.ifeng.com/c/84ltHmu2kmK,finance.ifeng.comstock,-1,-1,-1,-1
1445,v.ifeng.com/c/84myQv2HvaI,finance.ifeng.comstock,-1,-1,53,53
1446,v.ifeng.com/c/84mgwBxjJQ5,finance.ifeng.comstock,-1,-1,53,53
1447,news.ifeng.com/c/84k62Su03Cc,finance.ifeng.comstock,-1,-1,-1,-1
1448,history.ifeng.com/c/84k7iek1VCw,finance.ifeng.comstock,-1,-1,-1,-1
1449,i.ifeng.com/c/84ju7d8QPh8,finance.ifeng.comstock,-1,-1,-1,-1
1450,news.ifeng.com/c/84lh80AVrKH,finance.ifeng.comstock,-1,-1,-1,-1
1451,i.ifeng.com/c/84jqYAVXJyu,finance.ifeng.comstock,-1,-1,-1,-1
1452,history.ifeng.com/c/84kMbYToXmx,finance.ifeng.comstock,-1,-1,-1,-1
1453,tech.ifeng.com/c/84mw0SS7EEi,finance.ifeng.comstock,-1,-1,-1,-1
1454,v.ifeng.com/c/84myQv2Hve3,finance.ifeng.comstock,-1,-1,-1,-1
1455,mall.ifeng.com/c/83hKjAEhIO9#_wth_404,finance.ifeng.comstock,155,153,54,52
1456,mall.ifeng.com/c/83TlHVGW8tw#_wth_404,finance.ifeng.comstock,155,153,54,52
1457,mall.ifeng.com/c/83hLSAnUdhB#_wth_404,finance.ifeng.comstock,-1,-1,54,52
1458,mall.ifeng.com/c/83hKOCzFkMX#_wth_404,finance.ifeng.comstock,-1,-1,54,52
1459,mall.ifeng.com/c/83hL7G5aU62#_wth_404,finance.ifeng.comstock,-1,-1,-1,-1
1460,news.ifeng.com/c/84kGDdpG27O?_CPB_404_L5,finance.ifeng.comstock,-1,-1,54,52
1461,news.ifeng.com/c/84jjzeoPr0b?_CPB_404_L1,finance.ifeng.comstock,-1,-1,54,52
1462,news.ifeng.com/c/84jc9TjLcgg?_CPB_404_L8,finance.ifeng.comstock,-1,-1,54,52
1463,news.ifeng.com/c/84joPlaOn2U?_CPB_404_L4,finance.ifeng.comstock,-1,-1,54,52
1464,news.ifeng.com/c/84jbRUtmYv1?_CPB_404_L7,finance.ifeng.comstock,-1,-1,54,52
1465,news.ifeng.com/c/84jflLNvZA0?_CPB_404_L2,finance.ifeng.comstock,-1,-1,54,52
1466,v.ifeng.com/404.html,finance.ifeng.comstock,-1,-1,-1,-1
1467,v.ifeng.com/c/7wg86ycPoq8?_CPB_404_R10,finance.ifeng.comstock,-1,-1,-1,-1
1468,v.ifeng.com/c/7zl8RweJtRo?_CPB_404_R8,finance.ifeng.comstock,-1,-1,54,52
1469,news.ifeng.com/c/84jTdoyCUQY?_CPB_404_L3,finance.ifeng.comstock,-1,-1,54,52
1470,gentie.ifeng.com/myComments?guid=58050554,finance.ifeng.comstock,156,154,130,127
1471,gentie.ifeng.com/myComments?guid=95160361,finance.ifeng.comstock,156,154,130,127
1472,news.ifeng.com/c/84ml0x2Ul7a,finance.ifeng.comstock,-1,-1,-1,-1
1473,news.ifeng.com/c/84luL3gv2h7,finance.ifeng.comstock,-1,-1,-1,-1
1474,news.ifeng.com/c/84m5pNOxh3N,finance.ifeng.comstock,-1,-1,-1,75
1475,ishare.ifeng.com/c/84lQkUVMs41,finance.ifeng.comstock,-1,-1,-1,-1
1476,news.ifeng.com/c/84mLVSj5YUy,finance.ifeng.comstock,-1,-1,-1,-1
1477,news.ifeng.com/c/84lcVvAJlzI,finance.ifeng.comstock,-1,-1,77,75
1478,gentie.ifeng.com/myComments?guid=4000000089716862585,finance.ifeng.comstock,-1,-1,1,1
1479,www.sohu.com/a/456559414_99992453,q.stock.sohu.com,-1,-1,-1,-1
1480,www.sohu.com/a/456559411_99992453,q.stock.sohu.com,-1,-1,-1,-1
1481,health.sohu.com/,q.stock.sohu.com,161,159,116,115
1482,history.sohu.com/,q.stock.sohu.com,162,160,66,70
1483,mil.sohu.com/,q.stock.sohu.com,163,161,100,86
1484,chihe.sohu.com/food,q.stock.sohu.com,164,162,156,165
1485,cul.sohu.com/,q.stock.sohu.com,165,163,101,87
1486,astro.sohu.com/,q.stock.sohu.com,166,164,75,88
1487,society.sohu.com/,q.stock.sohu.com,167,165,127,124
1488,game.sohu.com/,q.stock.sohu.com,168,166,74,85
1489,fun.sohu.com/,q.stock.sohu.com,163,161,100,86
1490,baobao.sohu.com/,q.stock.sohu.com,161,159,116,115
1491,acg.sohu.com/,q.stock.sohu.com,170,168,68,73
1492,pets.sohu.com/,q.stock.sohu.com,169,167,69,74
1493,stock.sohu.com/upload/stock_mobile.html,q.stock.sohu.com,171,169,186,187
1494,intro.sohu.com/home,q.stock.sohu.com,172,170,167,167
1495,www.sohu.com/,q.stock.sohu.com,163,161,100,86
1496,intro.sohu.com/home,q.stock.sohu.com,172,170,167,167
1497,intro.sohu.com/home,q.stock.sohu.com,172,170,167,167
1498,up.sohu.com/,q.stock.sohu.com,173,171,93,103
1499,hr.sohu.com/apply/sohu/5681#/,q.stock.sohu.com,174,172,151,148
1500,ad.sohu.com/,q.stock.sohu.com,173,171,93,103
1501,mail.163.com/register/index.htm?from=163navi&regPage=163,money.163.comstock,175,173,28,26
1502,jubao.aq.163.com/,money.163.comstock,-1,-1,45,45
1503,open.163.com/#ftopnav0,money.163.comstock,-1,-1,-1,-1
1504,you.163.com/?from=web_fc_menhu_xinrukou_1,money.163.comstock,-1,-1,96,97
1505,www.163.com/#f=topnav,money.163.comstock,-1,174,-1,-1
1506,www.163.com/newsapp/#f=163nav,money.163.comstock,-1,-1,-1,-1
1507,ecard.163.com/,money.163.comstock,176,175,45,45
1508,www.163.com/dy/article/FQ0QT92605198SGG.html,money.163.comstock,178,177,47,46
1509,www.163.com/dy/article/FSOCAJ9F05198SGG.html,money.163.comstock,179,178,42,42
1510,www.163.com/dy/article/FQ4V2KUK0519HF8U.html,money.163.comstock,180,179,44,44
1511,www.163.com/dy/article/G5I149080530NLC9.html?f=post2020_dy_recommends,money.163.comstock,224,222,22,14
1512,www.163.com/dy/article/G5I3FQKO0539NFCU.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
1513,www.163.com/dy/article/G5FLJFCO0550PBVD.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,23,19
1514,v.163.com/static/1/VM4EHRB4H.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
1515,v.163.com/static/1/VW4I1Q1BB.html?f=post2020_dy_recommends,money.163.comstock,222,220,25,23
1516,v.163.com/static/1/VW4A6T2H3.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,-1,-1
1517,www.163.com/dy/article/G5HLC85305346936.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,22,14
1518,www.163.com/dy/article/G5DEEAOV0530MI2R.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
1519,v.163.com/static/1/VW4FFKAF3.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
1520,v.163.com/static/1/VT4HUC2L7.html?f=post2020_dy_recommends,money.163.comstock,222,220,25,23
1521,www.163.com/newsapp/#f=163post,money.163.comstock,-1,-1,-1,-1
1522,ent.163.com/game/,money.163.comstock,-1,-1,-1,-1
1523,ir.netease.com/,money.163.comstock,219,217,55,55
1524,www.163.com/dy/article/FU2D7OVS0519EO06.html,money.163.comstock,182,181,46,47
1525,www.163.com/dy/article/FT7V0A3R0519DBFP.html,money.163.comstock,180,179,44,44
1526,mail.163.com/register/index.htm?from=force/&cmd=register.entrance,money.163.comstock,-1,-1,-1,-1
1527,open.163.com/,money.163.comstock,226,224,-1,-1
1528,email.163.com/#from=163nav_icon,money.163.comstock,-1,-1,-1,-1
1529,emarketing.163.com/,money.163.comstock,220,218,125,117
1530,jubao.163.com/,money.163.comstock,176,175,45,45
1531,gb.corp.163.com/gb/contactus.html,money.163.comstock,177,176,121,123
1532,gb.corp.163.com/gb/legal.html,money.163.comstock,184,183,95,96
1533,v.163.com/static/1/VN4FDM3G3.html?f=post2020_dy_recommends,money.163.comstock,222,220,25,23
1534,v.163.com/static/1/VV4GPQS3V.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
1535,v.163.com/static/1/VY4GOM68A.html?f=post2020_dy_recommends,money.163.comstock,222,220,25,23
1536,v.163.com/static/1/VE4GQHG24.html?f=post2020_dy_recommends,money.163.comstock,222,220,25,23
1537,v.163.com/static/1/VK4EEM244.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,26,24
1538,v.163.com/static/1/VL4HGBP2A.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
1539,v.163.com/static/1/VH4HN00A6.html?f=post2020_dy_recommends,money.163.comstock,-1,-1,26,24
1540,v.163.com/static/1/VP4JDBSD9.html?f=post2020_dy_recommends,money.163.comstock,225,223,24,22
1541,www.163.com/dy/article/G5HHJIJK0534J2ID.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
1542,www.163.com/dy/article/G5HFR936055223P5.html?f=post2020_dy_recommends,money.163.comstock,224,222,22,14
1543,www.163.com/dy/article/G5GQVNPC05373ARY.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
1544,www.163.com/dy/article/G5DEVIAT05228QIT.html?f=post2020_dy_recommends,money.163.comstock,223,221,23,19
1545,comment.tie.163.com/G5I0DP5600259FVR.html,money.163.comstock,227,225,14,33
1546,comment.tie.163.com/G5HTIESD00259G9J.html,money.163.comstock,229,227,31,29
1547,comment.tie.163.com/G5C6DQOH00259DLP.html,money.163.comstock,229,227,31,29
1548,comment.tie.163.com/G54TD1HU002580S6.html,money.163.comstock,228,226,15,34
1549,comment.tie.163.com/G54DG7NI00259DLP.html,money.163.comstock,230,228,32,32
1550,comment.tie.163.com/G54B7EAI002580S6.html,money.163.comstock,228,226,15,34
1551,comment.tie.163.com/G53G6DJM002580S6.html,money.163.comstock,228,226,15,34
1552,comment.tie.163.com/G52HHCOE00259DLP.html,money.163.comstock,229,227,31,29
1553,comment.tie.163.com/G51NEN1M002580S6.html,money.163.comstock,228,226,15,34
1554,comment.tie.163.com/G4LHJEIQ002580S6.html,money.163.comstock,230,228,32,32
1555,comment.tie.163.com/G4K37MIF002580S6.html,money.163.comstock,228,226,15,34
1556,comment.tie.163.com/G4INTSRM002580S6.html,money.163.comstock,230,228,32,32
1557,comment.tie.163.com/G4E3CLB2002580S6.html,money.163.comstock,228,226,15,34
1558,comment.tie.163.com/G4ADT8SR00258105.html,money.163.comstock,228,226,15,34
1559,www.stock888.cn/diagnosis.html?from=singlemessage,stock.cnfol.com,185,184,118,113
1560,finance.sina.cn/roll.d.html?rollCid=230808,finance.sina.com.cnstock,186,185,81,95
1561,news.sina.com.cn/guide/,finance.sina.com.cnstock,187,186,73,84
1562,news.sina.com.cn/feedback/post.html,finance.sina.com.cnstock,188,187,197,194
1563,finance.sina.cn/app/auto_download_finapp.shtml?source=cjzhengwen04,finance.sina.com.cnstock,191,190,137,136
1564,finance.sina.com.cn/7x24/,finance.sina.com.cnstock,192,191,0,0
1565,news.sina.com.cn/,finance.sina.com.cnstock,193,192,109,108
1566,sports.sina.com.cn/,finance.sina.com.cnstock,194,193,124,120
1567,finance.sina.cn/app/auto_download_finapp.shtml?source=zhibo01,finance.sina.com.cnstock,189,188,147,144
1568,corp.sina.com.cn/chn/copyright.html,finance.sina.com.cnstock,190,189,231,228
1569,health.sohu.com/,q.stock.sohu.com,161,159,116,115
1570,history.sohu.com/,q.stock.sohu.com,162,160,66,70
1571,mil.sohu.com/,q.stock.sohu.com,163,161,100,86
1572,chihe.sohu.com/food,q.stock.sohu.com,164,162,156,165
1573,cul.sohu.com/,q.stock.sohu.com,165,163,101,87
1574,astro.sohu.com/,q.stock.sohu.com,166,164,75,88
1575,society.sohu.com/,q.stock.sohu.com,167,165,127,124
