,ts_code,symbol,name
772,002323.SZ,002323,*ST雅博
773,002324.SZ,002324,普利特
774,002325.SZ,002325,洪涛股份
775,002326.SZ,002326,永太科技
776,002327.SZ,002327,富安娜
777,002328.SZ,002328,新朋股份
778,002329.SZ,002329,皇氏集团
779,002330.SZ,002330,得利斯
780,002331.SZ,002331,皖通科技
781,002332.SZ,002332,仙琚制药
782,002333.SZ,002333,ST罗普
783,002334.SZ,002334,英威腾
784,002335.SZ,002335,科华数据
785,002336.SZ,002336,ST人乐
786,002337.SZ,002337,赛象科技
787,002338.SZ,002338,奥普光电
788,002339.SZ,002339,积成电子
789,002340.SZ,002340,格林美
790,002341.SZ,002341,新纶科技
791,002342.SZ,002342,巨力索具
792,002343.SZ,002343,慈文传媒
793,002344.SZ,002344,海宁皮城
794,002345.SZ,002345,潮宏基
795,002346.SZ,002346,柘中股份
796,002347.SZ,002347,泰尔股份
797,002348.SZ,002348,高乐股份
798,002349.SZ,002349,精华制药
799,002350.SZ,002350,北京科锐
800,002351.SZ,002351,漫步者
801,002352.SZ,002352,顺丰控股
802,002353.SZ,002353,杰瑞股份
803,002354.SZ,002354,*ST天娱
804,002355.SZ,002355,兴民智通
805,002356.SZ,002356,*ST赫美
806,002357.SZ,002357,富临运业
807,002358.SZ,002358,森源电气
808,002360.SZ,002360,同德化工
809,002361.SZ,002361,神剑股份
810,002362.SZ,002362,汉王科技
811,002363.SZ,002363,隆基机械
812,002364.SZ,002364,中恒电气
813,002365.SZ,002365,永安药业
814,002366.SZ,002366,台海核电
815,002367.SZ,002367,康力电梯
816,002368.SZ,002368,太极股份
817,002369.SZ,002369,卓翼科技
818,002370.SZ,002370,亚太药业
819,002371.SZ,002371,北方华创
820,002372.SZ,002372,伟星新材
821,002373.SZ,002373,千方科技
822,002374.SZ,002374,中锐股份
823,002375.SZ,002375,亚厦股份
824,002376.SZ,002376,新北洋
825,002377.SZ,002377,国创高新
826,002378.SZ,002378,章源钨业
827,002379.SZ,002379,宏创控股
828,002380.SZ,002380,科远智慧
829,002381.SZ,002381,双箭股份
830,002382.SZ,002382,蓝帆医疗
831,002383.SZ,002383,合众思壮
832,002384.SZ,002384,东山精密
833,002385.SZ,002385,大北农
834,002386.SZ,002386,天原股份
835,002387.SZ,002387,维信诺
836,002388.SZ,002388,新亚制程
837,002389.SZ,002389,航天彩虹
838,002390.SZ,002390,信邦制药
839,002391.SZ,002391,长青股份
840,002392.SZ,002392,北京利尔
841,002393.SZ,002393,力生制药
842,002394.SZ,002394,联发股份
843,002395.SZ,002395,双象股份
844,002396.SZ,002396,星网锐捷
845,002397.SZ,002397,梦洁股份
846,002398.SZ,002398,垒知集团
847,002399.SZ,002399,海普瑞
848,002400.SZ,002400,省广集团
849,002401.SZ,002401,中远海科
850,002402.SZ,002402,和而泰
851,002403.SZ,002403,爱仕达
852,002404.SZ,002404,嘉欣丝绸
853,002405.SZ,002405,四维图新
854,002406.SZ,002406,远东传动
855,002407.SZ,002407,多氟多
856,002408.SZ,002408,齐翔腾达
857,002409.SZ,002409,雅克科技
858,002410.SZ,002410,广联达
859,002411.SZ,002411,延安必康
860,002412.SZ,002412,汉森制药
861,002413.SZ,002413,雷科防务
862,002414.SZ,002414,高德红外
863,002415.SZ,002415,海康威视
864,002416.SZ,002416,爱施德
865,002417.SZ,002417,深南股份
866,002418.SZ,002418,*ST康盛
867,002419.SZ,002419,天虹股份
868,002420.SZ,002420,毅昌股份
869,002421.SZ,002421,达实智能
870,002422.SZ,002422,科伦药业
871,002423.SZ,002423,中粮资本
872,002424.SZ,002424,贵州百灵
873,002425.SZ,002425,凯撒文化
874,002426.SZ,002426,*ST胜利
875,002427.SZ,002427,ST尤夫
876,002428.SZ,002428,云南锗业
877,002429.SZ,002429,兆驰股份
878,002430.SZ,002430,杭氧股份
879,002431.SZ,002431,棕榈股份
880,002432.SZ,002432,九安医疗
881,002433.SZ,002433,太安堂
882,002434.SZ,002434,万里扬
883,002435.SZ,002435,长江健康
884,002436.SZ,002436,兴森科技
885,002437.SZ,002437,誉衡药业
886,002438.SZ,002438,江苏神通
887,002439.SZ,002439,启明星辰
888,002440.SZ,002440,闰土股份
889,002441.SZ,002441,众业达
890,002442.SZ,002442,龙星化工
891,002443.SZ,002443,金洲管道
892,002444.SZ,002444,巨星科技
893,002445.SZ,002445,*ST中南
894,002446.SZ,002446,盛路通信
895,002447.SZ,002447,*ST晨鑫
896,002448.SZ,002448,中原内配
897,002449.SZ,002449,国星光电
898,002451.SZ,002451,摩恩电气
899,002452.SZ,002452,长高集团
900,002453.SZ,002453,华软科技
901,002454.SZ,002454,松芝股份
902,002455.SZ,002455,百川股份
903,002456.SZ,002456,欧菲光
904,002457.SZ,002457,青龙管业
905,002458.SZ,002458,益生股份
906,002459.SZ,002459,晶澳科技
907,002460.SZ,002460,赣锋锂业
908,002461.SZ,002461,珠江啤酒
909,002462.SZ,002462,嘉事堂
910,002463.SZ,002463,沪电股份
911,002464.SZ,002464,众应互联
912,002465.SZ,002465,海格通信
913,002466.SZ,002466,天齐锂业
914,002467.SZ,002467,二六三
915,002468.SZ,002468,申通快递
916,002469.SZ,002469,三维工程
917,002470.SZ,002470,*ST金正
918,002471.SZ,002471,中超控股
919,002472.SZ,002472,双环传动
920,002473.SZ,002473,ST圣莱
921,002474.SZ,002474,榕基软件
922,002475.SZ,002475,立讯精密
923,002476.SZ,002476,宝莫股份
924,002478.SZ,002478,常宝股份
925,002479.SZ,002479,富春环保
926,002480.SZ,002480,新筑股份
927,002481.SZ,002481,双塔食品
928,002482.SZ,002482,广田集团
929,002483.SZ,002483,润邦股份
930,002484.SZ,002484,江海股份
931,002485.SZ,002485,希努尔
932,002486.SZ,002486,嘉麟杰
933,002487.SZ,002487,大金重工
934,002488.SZ,002488,金固股份
935,002489.SZ,002489,浙江永强
936,002490.SZ,002490,山东墨龙
937,002491.SZ,002491,通鼎互联
938,002492.SZ,002492,恒基达鑫
939,002493.SZ,002493,荣盛石化
940,002494.SZ,002494,华斯股份
941,002495.SZ,002495,佳隆股份
942,002496.SZ,002496,*ST辉丰
943,002497.SZ,002497,雅化集团
944,002498.SZ,002498,汉缆股份
945,002499.SZ,002499,*ST科林
946,002500.SZ,002500,山西证券
947,002501.SZ,002501,*ST利源
948,002502.SZ,002502,*ST鼎龙
949,002503.SZ,002503,搜于特
950,002504.SZ,002504,弘高创意
951,002505.SZ,002505,鹏都农牧
952,002506.SZ,002506,协鑫集成
953,002507.SZ,002507,涪陵榨菜
954,002508.SZ,002508,老板电器
955,002510.SZ,002510,天汽模
956,002511.SZ,002511,中顺洁柔
957,002512.SZ,002512,达华智能
958,002513.SZ,002513,*ST蓝丰
959,002514.SZ,002514,宝馨科技
960,002515.SZ,002515,金字火腿
961,002516.SZ,002516,旷达科技
962,002517.SZ,002517,恺英网络
963,002518.SZ,002518,科士达
964,002519.SZ,002519,银河电子
965,002520.SZ,002520,日发精机
966,002521.SZ,002521,齐峰新材
967,002522.SZ,002522,浙江众成
968,002523.SZ,002523,天桥起重
969,002524.SZ,002524,光正眼科
970,002526.SZ,002526,山东矿机
971,002527.SZ,002527,新时达
972,002528.SZ,002528,英飞拓
973,002529.SZ,002529,*ST海源
974,002530.SZ,002530,金财互联
975,002531.SZ,002531,天顺风能
976,002532.SZ,002532,天山铝业
977,002533.SZ,002533,金杯电工
978,002534.SZ,002534,杭锅股份
979,002535.SZ,002535,*ST林重
980,002536.SZ,002536,飞龙股份
981,002537.SZ,002537,海联金汇
982,002538.SZ,002538,司尔特
983,002539.SZ,002539,云图控股
984,002540.SZ,002540,亚太科技
985,002541.SZ,002541,鸿路钢构
986,002542.SZ,002542,中化岩土
987,002543.SZ,002543,万和电气
988,002544.SZ,002544,杰赛科技
989,002545.SZ,002545,东方铁塔
990,002546.SZ,002546,新联电子
991,002547.SZ,002547,春兴精工
992,002548.SZ,002548,金新农
993,002549.SZ,002549,凯美特气
994,002550.SZ,002550,千红制药
995,002551.SZ,002551,尚荣医疗
996,002552.SZ,002552,宝鼎科技
997,002553.SZ,002553,南方轴承
998,002554.SZ,002554,惠博普
999,002555.SZ,002555,三七互娱
1000,002556.SZ,002556,辉隆股份
1001,002557.SZ,002557,洽洽食品
1002,002558.SZ,002558,巨人网络
1003,002559.SZ,002559,亚威股份
1004,002560.SZ,002560,通达股份
1005,002561.SZ,002561,徐家汇
1006,002562.SZ,002562,兄弟科技
1007,002563.SZ,002563,森马服饰
1008,002564.SZ,002564,天沃科技
1009,002565.SZ,002565,顺灏股份
1010,002566.SZ,002566,益盛药业
1011,002567.SZ,002567,唐人神
1012,002568.SZ,002568,百润股份
1013,002569.SZ,002569,ST步森
1014,002570.SZ,002570,贝因美
1015,002571.SZ,002571,德力股份
1016,002572.SZ,002572,索菲亚
1017,002573.SZ,002573,清新环境
1018,002574.SZ,002574,明牌珠宝
1019,002575.SZ,002575,*ST群兴
1020,002576.SZ,002576,通达动力
1021,002577.SZ,002577,雷柏科技
1022,002578.SZ,002578,闽发铝业
1023,002579.SZ,002579,中京电子
1024,002580.SZ,002580,圣阳股份
1025,002581.SZ,002581,未名医药
1026,002582.SZ,002582,好想你
1027,002583.SZ,002583,海能达
1028,002584.SZ,002584,西陇科学
1029,002585.SZ,002585,双星新材
1030,002586.SZ,002586,*ST围海
1031,002587.SZ,002587,奥拓电子
1032,002588.SZ,002588,史丹利
1033,002589.SZ,002589,瑞康医药
1034,002590.SZ,002590,万安科技
1035,002591.SZ,002591,恒大高新
1036,002592.SZ,002592,ST八菱
1037,002593.SZ,002593,日上集团
1038,002594.SZ,002594,比亚迪
1039,002595.SZ,002595,豪迈科技
1040,002596.SZ,002596,海南瑞泽
1041,002597.SZ,002597,金禾实业
1042,002598.SZ,002598,山东章鼓
1043,002599.SZ,002599,盛通股份
1044,002600.SZ,002600,领益智造
1045,002601.SZ,002601,龙蟒佰利
1046,002602.SZ,002602,世纪华通
1047,002603.SZ,002603,以岭药业
1048,002605.SZ,002605,姚记科技
1049,002606.SZ,002606,大连电瓷
1050,002607.SZ,002607,中公教育
1051,002608.SZ,002608,江苏国信
1052,002609.SZ,002609,捷顺科技
1053,002610.SZ,002610,爱康科技
1054,002611.SZ,002611,东方精工
1055,002612.SZ,002612,朗姿股份
1056,002613.SZ,002613,北玻股份
1057,002614.SZ,002614,奥佳华
1058,002615.SZ,002615,哈尔斯
1059,002616.SZ,002616,长青集团
1060,002617.SZ,002617,露笑科技
1061,002618.SZ,002618,丹邦科技
1062,002619.SZ,002619,艾格拉斯
1063,002620.SZ,002620,瑞和股份
1064,002621.SZ,002621,美吉姆
1065,002622.SZ,002622,融钰集团
1066,002623.SZ,002623,亚玛顿
1067,002624.SZ,002624,完美世界
1068,002625.SZ,002625,光启技术
1069,002626.SZ,002626,金达威
1070,002627.SZ,002627,宜昌交运
1071,002628.SZ,002628,成都路桥
1072,002629.SZ,002629,ST仁智
1073,002630.SZ,002630,华西能源
1074,002631.SZ,002631,德尔未来
1075,002632.SZ,002632,道明光学
1076,002633.SZ,002633,申科股份
1077,002634.SZ,002634,棒杰股份
1078,002635.SZ,002635,安洁科技
1079,002636.SZ,002636,金安国纪
1080,002637.SZ,002637,赞宇科技
1081,002638.SZ,002638,*ST勤上
1082,002639.SZ,002639,雪人股份
1083,002640.SZ,002640,跨境通
1084,002641.SZ,002641,永高股份
1085,002642.SZ,002642,荣联科技
1086,002643.SZ,002643,万润股份
1087,002644.SZ,002644,佛慈制药
1088,002645.SZ,002645,华宏科技
1089,002646.SZ,002646,青青稞酒
1090,002647.SZ,002647,仁东控股
1091,002648.SZ,002648,卫星石化
1092,002649.SZ,002649,博彦科技
1093,002650.SZ,002650,ST加加
1094,002651.SZ,002651,利君股份
1095,002652.SZ,002652,扬子新材
1096,002653.SZ,002653,海思科
1097,002654.SZ,002654,万润科技
1098,002655.SZ,002655,共达电声
1099,002656.SZ,002656,ST摩登
1100,002657.SZ,002657,中科金财
1101,002658.SZ,002658,雪迪龙
1102,002659.SZ,002659,凯文教育
1103,002660.SZ,002660,茂硕电源
1104,002661.SZ,002661,克明面业
1105,002662.SZ,002662,京威股份
1106,002663.SZ,002663,普邦股份
1107,002664.SZ,002664,长鹰信质
1108,002665.SZ,002665,首航高科
1109,002666.SZ,002666,德联集团
1110,002667.SZ,002667,鞍重股份
1111,002668.SZ,002668,奥马电器
1112,002669.SZ,002669,康达新材
1113,002670.SZ,002670,国盛金控
1114,002671.SZ,002671,龙泉股份
1115,002672.SZ,002672,东江环保
1116,002673.SZ,002673,西部证券
1117,002674.SZ,002674,兴业科技
1118,002675.SZ,002675,东诚药业
1119,002676.SZ,002676,顺威股份
1120,002677.SZ,002677,浙江美大
1121,002678.SZ,002678,珠江钢琴
1122,002679.SZ,002679,福建金森
1123,002681.SZ,002681,*ST奋达
1124,002682.SZ,002682,龙洲股份
1125,002683.SZ,002683,宏大爆破
1126,002684.SZ,002684,ST猛狮
1127,002685.SZ,002685,华东重机
1128,002686.SZ,002686,亿利达
1129,002687.SZ,002687,乔治白
1130,002688.SZ,002688,金河生物
1131,002689.SZ,002689,远大智能
1132,002690.SZ,002690,美亚光电
1133,002691.SZ,002691,冀凯股份
1134,002692.SZ,002692,ST远程
1135,002693.SZ,002693,双成药业
1136,002694.SZ,002694,顾地科技
1137,002695.SZ,002695,煌上煌
1138,002696.SZ,002696,百洋股份
1139,002697.SZ,002697,红旗连锁
1140,002698.SZ,002698,博实股份
1141,002699.SZ,002699,美盛文化
1142,002700.SZ,002700,ST浩源
1143,002701.SZ,002701,奥瑞金
1144,002702.SZ,002702,海欣食品
1145,002703.SZ,002703,浙江世宝
1146,002705.SZ,002705,新宝股份
1147,002706.SZ,002706,良信股份
1148,002707.SZ,002707,众信旅游
1149,002708.SZ,002708,光洋股份
1150,002709.SZ,002709,天赐材料
1151,002712.SZ,002712,思美传媒
1152,002713.SZ,002713,东易日盛
1153,002714.SZ,002714,牧原股份
1154,002715.SZ,002715,登云股份
1155,002716.SZ,002716,*ST金贵
1156,002717.SZ,002717,岭南股份
1157,002718.SZ,002718,友邦吊顶
1158,002719.SZ,002719,*ST麦趣
1159,002721.SZ,002721,金一文化
1160,002722.SZ,002722,金轮股份
1161,002723.SZ,002723,金莱特
1162,002724.SZ,002724,海洋王
1163,002725.SZ,002725,跃岭股份
1164,002726.SZ,002726,龙大肉食
1165,002727.SZ,002727,一心堂
1166,002728.SZ,002728,特一药业
1167,002729.SZ,002729,好利来
1168,002730.SZ,002730,电光科技
1169,002731.SZ,002731,萃华珠宝
1170,002732.SZ,002732,燕塘乳业
1171,002733.SZ,002733,雄韬股份
1172,002734.SZ,002734,利民股份
1173,002735.SZ,002735,王子新材
1174,002736.SZ,002736,国信证券
1175,002737.SZ,002737,葵花药业
1176,002738.SZ,002738,中矿资源
1177,002739.SZ,002739,万达电影
1178,002740.SZ,002740,爱迪尔
1179,002741.SZ,002741,光华科技
1180,002742.SZ,002742,三圣股份
1181,002743.SZ,002743,富煌钢构
1182,002745.SZ,002745,木林森
1183,002746.SZ,002746,仙坛股份
1184,002747.SZ,002747,埃斯顿
1185,002748.SZ,002748,世龙实业
1186,002749.SZ,002749,国光股份
1187,002750.SZ,002750,龙津药业
1188,002751.SZ,002751,易尚展示
1189,002752.SZ,002752,昇兴股份
1190,002753.SZ,002753,永东股份
1191,002755.SZ,002755,奥赛康
1192,002756.SZ,002756,永兴材料
1193,002757.SZ,002757,南兴股份
1194,002758.SZ,002758,浙农股份
1195,002759.SZ,002759,天际股份
1196,002760.SZ,002760,凤形股份
1197,002761.SZ,002761,多喜爱
1198,002762.SZ,002762,金发拉比
1199,002763.SZ,002763,汇洁股份
1200,002765.SZ,002765,蓝黛科技
1201,002766.SZ,002766,ST索菱
1202,002767.SZ,002767,先锋电子
1203,002768.SZ,002768,国恩股份
1204,002769.SZ,002769,普路通
1205,002770.SZ,002770,ST科迪
1206,002771.SZ,002771,真视通
1207,002772.SZ,002772,众兴菌业
1208,002773.SZ,002773,康弘药业
1209,002774.SZ,002774,快意电梯
1210,002775.SZ,002775,文科园林
1211,002776.SZ,002776,柏堡龙
1212,002777.SZ,002777,久远银海
1213,002778.SZ,002778,高科石化
1214,002779.SZ,002779,中坚科技
1215,002780.SZ,002780,三夫户外
1216,002781.SZ,002781,奇信股份
1217,002782.SZ,002782,可立克
1218,002783.SZ,002783,凯龙股份
1219,002785.SZ,002785,万里石
1220,002786.SZ,002786,银宝山新
1221,002787.SZ,002787,华源控股
1222,002788.SZ,002788,鹭燕医药
1223,002789.SZ,002789,建艺集团
1224,002790.SZ,002790,瑞尔特
1225,002791.SZ,002791,坚朗五金
1226,002792.SZ,002792,通宇通讯
1227,002793.SZ,002793,罗欣药业
1228,002795.SZ,002795,永和智控
1229,002796.SZ,002796,世嘉科技
1230,002797.SZ,002797,第一创业
1231,002798.SZ,002798,帝欧家居
1232,002799.SZ,002799,环球印务
1233,002800.SZ,002800,天顺股份
1234,002801.SZ,002801,微光股份
1235,002802.SZ,002802,洪汇新材
1236,002803.SZ,002803,吉宏股份
1237,002805.SZ,002805,丰元股份
1238,002806.SZ,002806,华锋股份
1239,002807.SZ,002807,江阴银行
1240,002808.SZ,002808,恒久科技
1241,002809.SZ,002809,红墙股份
1242,002810.SZ,002810,山东赫达
1243,002811.SZ,002811,郑中设计
1244,002812.SZ,002812,恩捷股份
1245,002813.SZ,002813,路畅科技
1246,002815.SZ,002815,崇达技术
1247,002816.SZ,002816,和科达
1248,002817.SZ,002817,黄山胶囊
1249,002818.SZ,002818,富森美
1250,002819.SZ,002819,东方中科
1251,002820.SZ,002820,桂发祥
1252,002821.SZ,002821,凯莱英
1253,002822.SZ,002822,中装建设
1254,002823.SZ,002823,凯中精密
1255,002824.SZ,002824,和胜股份
1256,002825.SZ,002825,纳尔股份
1257,002826.SZ,002826,易明医药
1258,002827.SZ,002827,高争民爆
1259,002828.SZ,002828,贝肯能源
1260,002829.SZ,002829,星网宇达
1261,002830.SZ,002830,名雕股份
1262,002831.SZ,002831,裕同科技
1263,002832.SZ,002832,比音勒芬
1264,002833.SZ,002833,弘亚数控
1265,002835.SZ,002835,同为股份
1266,002836.SZ,002836,新宏泽
1267,002837.SZ,002837,英维克
1268,002838.SZ,002838,道恩股份
1269,002839.SZ,002839,张家港行
1270,002840.SZ,002840,华统股份
1271,002841.SZ,002841,视源股份
1272,002842.SZ,002842,翔鹭钨业
1273,002843.SZ,002843,泰嘉股份
1274,002845.SZ,002845,同兴达
1275,002846.SZ,002846,英联股份
1276,002847.SZ,002847,盐津铺子
1277,002848.SZ,002848,高斯贝尔
1278,002849.SZ,002849,威星智能
1279,002850.SZ,002850,科达利
1280,002851.SZ,002851,麦格米特
1281,002852.SZ,002852,道道全
1282,002853.SZ,002853,皮阿诺
1283,002855.SZ,002855,捷荣技术
1284,002856.SZ,002856,美芝股份
1285,002857.SZ,002857,三晖电气
1286,002858.SZ,002858,力盛赛车
1287,002859.SZ,002859,洁美科技
1288,002860.SZ,002860,星帅尔
1289,002861.SZ,002861,瀛通通讯
1290,002862.SZ,002862,实丰文化
1291,002863.SZ,002863,今飞凯达
1292,002864.SZ,002864,盘龙药业
1293,002865.SZ,002865,钧达股份
1294,002866.SZ,002866,传艺科技
1295,002867.SZ,002867,周大生
1296,002868.SZ,002868,绿康生化
1297,002869.SZ,002869,金溢科技
1298,002870.SZ,002870,香山股份
1299,002871.SZ,002871,伟隆股份
1300,002872.SZ,002872,ST天圣
1301,002873.SZ,002873,新天药业
1302,002875.SZ,002875,安奈儿
1303,002876.SZ,002876,三利谱
1304,002877.SZ,002877,智能自控
1305,002878.SZ,002878,元隆雅图
1306,002879.SZ,002879,长缆科技
1307,002880.SZ,002880,卫光生物
1308,002881.SZ,002881,美格智能
1309,002882.SZ,002882,金龙羽
1310,002883.SZ,002883,中设股份
1311,002884.SZ,002884,凌霄泵业
1312,002885.SZ,002885,京泉华
1313,002886.SZ,002886,沃特股份
1314,002887.SZ,002887,绿茵生态
1315,002888.SZ,002888,惠威科技
1316,002889.SZ,002889,东方嘉盛
1317,002890.SZ,002890,弘宇股份
1318,002891.SZ,002891,中宠股份
1319,002892.SZ,002892,科力尔
1320,002893.SZ,002893,华通热力
1321,002895.SZ,002895,川恒股份
1322,002896.SZ,002896,中大力德
1323,002897.SZ,002897,意华股份
1324,002898.SZ,002898,赛隆药业
1325,002899.SZ,002899,英派斯
1326,002900.SZ,002900,哈三联
1327,002901.SZ,002901,大博医疗
1328,002902.SZ,002902,铭普光磁
1329,002903.SZ,002903,宇环数控
1330,002905.SZ,002905,金逸影视
1331,002906.SZ,002906,华阳集团
1332,002907.SZ,002907,华森制药
1333,002908.SZ,002908,德生科技
1334,002909.SZ,002909,集泰股份
1335,002910.SZ,002910,庄园牧场
1336,002911.SZ,002911,佛燃能源
1337,002912.SZ,002912,中新赛克
1338,002913.SZ,002913,奥士康
1339,002915.SZ,002915,中欣氟材
1340,002916.SZ,002916,深南电路
1341,002917.SZ,002917,金奥博
1342,002918.SZ,002918,蒙娜丽莎
1343,002919.SZ,002919,名臣健康
1344,002920.SZ,002920,德赛西威
1345,002921.SZ,002921,联诚精密
1346,002922.SZ,002922,伊戈尔
1347,002923.SZ,002923,润都股份
1348,002925.SZ,002925,盈趣科技
1349,002926.SZ,002926,华西证券
1350,002927.SZ,002927,泰永长征
1351,002928.SZ,002928,华夏航空
1352,002929.SZ,002929,润建股份
1353,002930.SZ,002930,宏川智慧
1354,002931.SZ,002931,锋龙股份
1355,002932.SZ,002932,明德生物
1356,002933.SZ,002933,新兴装备
1357,002935.SZ,002935,天奥电子
1358,002936.SZ,002936,郑州银行
1359,002937.SZ,002937,兴瑞科技
1360,002938.SZ,002938,鹏鼎控股
1361,002939.SZ,002939,长城证券
1362,002940.SZ,002940,昂利康
1363,002941.SZ,002941,新疆交建
1364,002942.SZ,002942,新农股份
1365,002943.SZ,002943,宇晶股份
1366,002945.SZ,002945,华林证券
1367,002946.SZ,002946,新乳业
1368,002947.SZ,002947,恒铭达
1369,002948.SZ,002948,青岛银行
1370,002949.SZ,002949,华阳国际
1371,002950.SZ,002950,奥美医疗
1372,002951.SZ,002951,金时科技
1373,002952.SZ,002952,亚世光电
1374,002953.SZ,002953,日丰股份
1375,002955.SZ,002955,鸿合科技
1376,002956.SZ,002956,西麦食品
1377,002957.SZ,002957,科瑞技术
1378,002958.SZ,002958,青农商行
1379,002959.SZ,002959,小熊电器
1380,002960.SZ,002960,青鸟消防
1381,002961.SZ,002961,瑞达期货
1382,002962.SZ,002962,五方光电
1383,002963.SZ,002963,豪尔赛
1384,002965.SZ,002965,祥鑫科技
1385,002966.SZ,002966,苏州银行
1386,002967.SZ,002967,广电计量
1387,002968.SZ,002968,新大正
1388,002969.SZ,002969,嘉美包装
1389,002970.SZ,002970,锐明技术
1390,002971.SZ,002971,和远气体
1391,002972.SZ,002972,科安达
1392,002973.SZ,002973,侨银股份
1393,002975.SZ,002975,博杰股份
1394,002976.SZ,002976,瑞玛工业
1395,002977.SZ,002977,天箭科技
1396,002978.SZ,002978,安宁股份
1397,002979.SZ,002979,雷赛智能
1398,002980.SZ,002980,华盛昌
1399,002981.SZ,002981,朝阳科技
1400,002982.SZ,002982,湘佳股份
1401,002983.SZ,002983,芯瑞达
1402,002984.SZ,002984,森麒麟
1403,002985.SZ,002985,北摩高科
1404,002986.SZ,002986,宇新股份
1405,002987.SZ,002987,京北方
1406,002988.SZ,002988,豪美新材
1407,002989.SZ,002989,中天精装
1408,002990.SZ,002990,盛视科技
1409,002991.SZ,002991,甘源食品
1410,002992.SZ,002992,宝明科技
1411,002993.SZ,002993,奥海科技
1412,002995.SZ,002995,天地在线
1413,002996.SZ,002996,顺博合金
1414,002997.SZ,002997,瑞鹄模具
1415,002998.SZ,002998,优彩资源
1416,002999.SZ,002999,天禾股份
1417,003000.SZ,003000,华文食品
1418,003001.SZ,003001,中岩大地
1419,003002.SZ,003002,壶化股份
1420,003003.SZ,003003,天元股份
1421,003004.SZ,003004,声迅股份
1422,003005.SZ,003005,竞业达
1423,003006.SZ,003006,百亚股份
1424,003007.SZ,003007,直真科技
1425,003008.SZ,003008,开普检测
1426,003009.SZ,003009,中天火箭
1427,003010.SZ,003010,若羽臣
1428,003011.SZ,003011,海象新材
1429,003012.SZ,003012,东鹏控股
1430,003013.SZ,003013,地铁设计
1431,003015.SZ,003015,日久光电
1432,003016.SZ,003016,欣贺股份
1433,003017.SZ,003017,大洋生物
1434,003018.SZ,003018,金富科技
1435,003019.SZ,003019,宸展光电
1436,003020.SZ,003020,立方制药
1437,003021.SZ,003021,兆威机电
1438,003022.SZ,003022,联泓新科
1439,003023.SZ,003023,彩虹集团
1440,003025.SZ,003025,思进智能
1441,003026.SZ,003026,中晶科技
1442,003027.SZ,003027,同兴环保
1443,003028.SZ,003028,振邦智能
1444,003029.SZ,003029,吉大正元
1445,003030.SZ,003030,祖名股份
1446,003031.SZ,003031,中瓷电子
1447,003032.SZ,003032,传智教育
1448,003033.SZ,003033,征和工业
1449,003035.SZ,003035,南网能源
1450,003036.SZ,003036,泰坦股份
1451,003037.SZ,003037,三和管桩
1452,003038.SZ,003038,鑫铂股份
1453,003039.SZ,003039,顺控发展
1454,003040.SZ,003040,楚天龙
1455,003816.SZ,003816,中国广核
1456,300001.SZ,300001,特锐德
1457,300002.SZ,300002,神州泰岳
1458,300003.SZ,300003,乐普医疗
1459,300004.SZ,300004,南风股份
1460,300005.SZ,300005,探路者
1461,300006.SZ,300006,莱美药业
1462,300007.SZ,300007,汉威科技
1463,300008.SZ,300008,天海防务
1464,300009.SZ,300009,安科生物
1465,300010.SZ,300010,豆神教育
1466,300011.SZ,300011,鼎汉技术
1467,300012.SZ,300012,华测检测
1468,300013.SZ,300013,新宁物流
1469,300014.SZ,300014,亿纬锂能
1470,300015.SZ,300015,爱尔眼科
1471,300016.SZ,300016,北陆药业
1472,300017.SZ,300017,网宿科技
1473,300018.SZ,300018,中元股份
1474,300019.SZ,300019,硅宝科技
1475,300020.SZ,300020,银江股份
1476,300021.SZ,300021,大禹节水
1477,300022.SZ,300022,吉峰科技
1478,300023.SZ,300023,宝德股份
1479,300024.SZ,300024,机器人
1480,300025.SZ,300025,华星创业
1481,300026.SZ,300026,红日药业
1482,300027.SZ,300027,华谊兄弟
1483,300029.SZ,300029,ST天龙
1484,300030.SZ,300030,阳普医疗
1485,300031.SZ,300031,宝通科技
1486,300032.SZ,300032,金龙机电
1487,300033.SZ,300033,同花顺
1488,300034.SZ,300034,钢研高纳
1489,300035.SZ,300035,中科电气
1490,300036.SZ,300036,超图软件
1491,300037.SZ,300037,新宙邦
1492,300038.SZ,300038,ST数知
1493,300039.SZ,300039,上海凯宝
1494,300040.SZ,300040,九洲集团
1495,300041.SZ,300041,回天新材
1496,300042.SZ,300042,朗科科技
1497,300043.SZ,300043,星辉娱乐
1498,300044.SZ,300044,赛为智能
1499,300045.SZ,300045,华力创通
1500,300046.SZ,300046,台基股份
1501,300047.SZ,300047,天源迪科
1502,300048.SZ,300048,合康新能
1503,300049.SZ,300049,福瑞股份
1504,300050.SZ,300050,世纪鼎利
1505,300051.SZ,300051,三五互联
1506,300052.SZ,300052,中青宝
1507,300053.SZ,300053,欧比特
1508,300054.SZ,300054,鼎龙股份
1509,300055.SZ,300055,万邦达
1510,300056.SZ,300056,中创环保
1511,300057.SZ,300057,万顺新材
1512,300058.SZ,300058,蓝色光标
1513,300059.SZ,300059,东方财富
1514,300061.SZ,300061,旗天科技
1515,300062.SZ,300062,中能电气
1516,300063.SZ,300063,天龙集团
1517,300064.SZ,300064,ST金刚
1518,300065.SZ,300065,海兰信
1519,300066.SZ,300066,三川智慧
1520,300067.SZ,300067,安诺其
