url,website,path_len,num_sign,num_upper_char,num_lower_char,num_number,edit-dis,leven-ratio,jw-dis,edit-dis,leven-ratio,jw-dis,edit-dis,leven-ratio,jw-dis
data.eastmoney.com/report/hyyb.html,stock.eastmoney.com,35,5,0,30,0,22,0.5555555555555556,0.6101660401002507,22,0.5555555555555556,0.6101660401002507,22,0.5555555555555556,0.6101660401002507
data.eastmoney.com/report/clbg.html,stock.eastmoney.com,35,5,0,30,0,22,0.5555555555555556,0.6101660401002507,22,0.5555555555555556,0.6101660401002507,22,0.5555555555555556,0.6101660401002507
data.eastmoney.com/dxf/default.html,stock.eastmoney.com,35,5,0,30,0,22,0.5555555555555556,0.5949039264828738,22,0.5555555555555556,0.5949039264828738,22,0.5555555555555556,0.5949039264828738
data.eastmoney.com/stockcomment/,stock.eastmoney.com,32,4,0,28,0,19,0.5882352941176471,0.6244517543859649,19,0.5882352941176471,0.6244517543859649,19,0.5882352941176471,0.6244517543859649
quote.eastmoney.com/center/,stock.eastmoney.com,27,4,0,23,0,12,0.6521739130434783,0.7282326185834957,12,0.6521739130434783,0.7282326185834957,12,0.6521739130434783,0.7282326185834957
jigou.eastmoney.com/stock.html,stock.eastmoney.com,30,4,0,26,0,16,0.6122448979591837,0.6964912280701755,16,0.6122448979591837,0.6964912280701755,16,0.6122448979591837,0.6964912280701755
mingjia.eastmoney.com/stock.html,stock.eastmoney.com,32,4,0,28,0,18,0.5490196078431373,0.5581140350877193,18,0.5490196078431373,0.5581140350877193,18,0.5490196078431373,0.5581140350877193
data.eastmoney.com/report/,stock.eastmoney.com,26,4,0,22,0,13,0.6666666666666666,0.6629132928475033,13,0.6666666666666666,0.6629132928475033,13,0.6666666666666666,0.6629132928475033
data.eastmoney.com/executive/,stock.eastmoney.com,29,4,0,25,0,16,0.625,0.6244605767291793,16,0.625,0.6244605767291793,16,0.625,0.6244605767291793
quote.eastmoney.com/center/boardlist.html#boards-BK06111,stock.eastmoney.com,55,7,2,42,5,41,0.4,0.6259398496240601,41,0.4,0.6259398496240601,41,0.4,0.6259398496240601
quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sortType=C&sortRule=-1#sh_a_board,stock.eastmoney.com,89,12,5,70,1,76,0.2727272727272727,0.5893098129940236,76,0.2727272727272727,0.5893098129940236,76,0.2727272727272727,0.5893098129940236
quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sortType=C&sortRule=-1#sz_a_board,stock.eastmoney.com,89,12,5,70,1,76,0.2727272727272727,0.5893098129940236,76,0.2727272727272727,0.5893098129940236,76,0.2727272727272727,0.5893098129940236
zqhd.18.cn/index.html?ad_id=web_kh_dcsy_dbtkwzl_01_01_01_0,stock.eastmoney.com,57,13,0,35,9,52,0.15584415584415584,0.32970356926799754,52,0.15584415584415584,0.32970356926799754,52,0.15584415584415584,0.32970356926799754
kuaixun.eastmoney.com/,stock.eastmoney.com,22,3,0,19,0,8,0.7317073170731707,0.745986177565125,8,0.7317073170731707,0.745986177565125,8,0.7317073170731707,0.745986177565125
topic.eastmoney.com/lj021/,stock.eastmoney.com,26,4,0,19,3,11,0.7555555555555555,0.7809002143367468,11,0.7555555555555555,0.7809002143367468,11,0.7555555555555555,0.7809002143367468
topic.eastmoney.com/jldssy/,stock.eastmoney.com,27,4,0,23,0,12,0.7391304347826086,0.7728280395979054,12,0.7391304347826086,0.7728280395979054,12,0.7391304347826086,0.7728280395979054
guba.eastmoney.com/,stock.eastmoney.com,19,3,0,16,0,6,0.7368421052631579,0.6697994987468672,6,0.7368421052631579,0.6697994987468672,6,0.7368421052631579,0.6697994987468672
finance.eastmoney.com/yaowen.html,stock.eastmoney.com,33,4,0,29,0,18,0.5769230769230769,0.6480063795853269,18,0.5769230769230769,0.6480063795853269,18,0.5769230769230769,0.6480063795853269
www.eastmoney.com/,stock.eastmoney.com,18,3,0,15,0,6,0.7567567567567568,0.6834447229184071,6,0.7567567567567568,0.6834447229184071,6,0.7567567567567568,0.6834447229184071
fund.eastmoney.com/,stock.eastmoney.com,19,3,0,16,0,6,0.7368421052631579,0.6817042606516291,6,0.7368421052631579,0.6817042606516291,6,0.7368421052631579,0.6817042606516291
topic.eastmoney.com/,stock.eastmoney.com,20,3,0,17,0,5,0.8717948717948718,0.8462848297213622,5,0.8717948717948718,0.8462848297213622,5,0.8717948717948718,0.8462848297213622
caifuhao.eastmoney.com/,stock.eastmoney.com,23,3,0,20,0,9,0.7142857142857143,0.7938358123569794,9,0.7142857142857143,0.7938358123569794,9,0.7142857142857143,0.7938358123569794
choice.eastmoney.com/?adid=1435,stock.eastmoney.com,30,4,0,22,4,15,0.64,0.671494765138653,15,0.64,0.671494765138653,15,0.64,0.671494765138653
data.eastmoney.com/xg/xg/chart/cyb/price.html,stock.eastmoney.com,45,8,0,37,0,32,0.46875,0.5631578947368421,32,0.46875,0.5631578947368421,32,0.46875,0.5631578947368421
data.eastmoney.com/xg/xg/default.html?stat=3,stock.eastmoney.com,43,7,0,35,1,31,0.47619047619047616,0.5656831472620947,31,0.47619047619047616,0.5656831472620947,31,0.47619047619047616,0.5656831472620947
data.eastmoney.com/xg/xg/chart/cyb/fxsyl.html,stock.eastmoney.com,45,8,0,37,0,32,0.46875,0.5631578947368421,32,0.46875,0.5631578947368421,32,0.46875,0.5631578947368421
data.eastmoney.com/xg/gh/default.html?mkt=3,stock.eastmoney.com,42,7,0,34,1,30,0.4838709677419355,0.5683258533931729,30,0.4838709677419355,0.5683258533931729,30,0.4838709677419355,0.5683258533931729
data.eastmoney.com/xg/xg/default.html?mkt=cyb,stock.eastmoney.com,44,7,0,37,0,32,0.46875,0.5631578947368421,32,0.46875,0.5631578947368421,32,0.46875,0.5631578947368421
data.eastmoney.com/xg/xg/chart/cyb/sssr.html,stock.eastmoney.com,44,8,0,36,0,31,0.47619047619047616,0.5656831472620947,31,0.47619047619047616,0.5656831472620947,31,0.47619047619047616,0.5656831472620947
data.eastmoney.com/xg/xg/chart/cyb/zql.html,stock.eastmoney.com,43,8,0,35,0,30,0.4838709677419355,0.5683258533931729,30,0.4838709677419355,0.5683258533931729,30,0.4838709677419355,0.5683258533931729
data.eastmoney.com/hsgt/,stock.eastmoney.com,24,4,0,20,0,11,0.6976744186046512,0.6603801169590644,11,0.6976744186046512,0.6603801169590644,11,0.6976744186046512,0.6603801169590644
data.eastmoney.com/xg/xg/chart/cyb/mzze.html,stock.eastmoney.com,44,8,0,36,0,31,0.47619047619047616,0.5656831472620947,31,0.47619047619047616,0.5656831472620947,31,0.47619047619047616,0.5656831472620947
data.eastmoney.com/kzz/default.html,stock.eastmoney.com,35,5,0,30,0,22,0.5555555555555556,0.5949039264828738,22,0.5555555555555556,0.5949039264828738,22,0.5555555555555556,0.5949039264828738
quote.eastmoney.com/center/gridlist.html#gem_board,stock.eastmoney.com,49,7,0,43,0,35,0.43478260869565216,0.6373684210526317,35,0.43478260869565216,0.6373684210526317,35,0.43478260869565216,0.6373684210526317
data.eastmoney.com/stockcomment/mkt6.html,stock.eastmoney.com,41,5,0,35,1,28,0.5,0.5878663885323063,28,0.5,0.5878663885323063,28,0.5,0.5878663885323063
data.eastmoney.com/report/profitforecast.jshtml?market=gem,stock.eastmoney.com,57,6,0,51,0,45,0.38961038961038963,0.549739110707804,45,0.38961038961038963,0.549739110707804,45,0.38961038961038963,0.549739110707804
data.eastmoney.com/gzqh/default.html,stock.eastmoney.com,36,5,0,31,0,23,0.5454545454545454,0.5909356725146199,23,0.5454545454545454,0.5909356725146199,23,0.5454545454545454,0.5909356725146199
data.eastmoney.com/IF/Data/Contract.html?va=IF,stock.eastmoney.com,45,7,6,32,0,33,0.46153846153846156,0.560742435799644,33,0.46153846153846156,0.560742435799644,33,0.46153846153846156,0.560742435799644
data.eastmoney.com/ifdata/jcjz.html#113_6,stock.eastmoney.com,40,7,0,30,4,28,0.5,0.5739980031379261,28,0.5,0.5739980031379261,28,0.5,0.5739980031379261
data.eastmoney.com/IF/Data/Member.html,stock.eastmoney.com,38,6,4,28,0,25,0.5263157894736842,0.583625730994152,25,0.5263157894736842,0.583625730994152,25,0.5263157894736842,0.583625730994152
data.eastmoney.com/IF/Data/Volume.html,stock.eastmoney.com,38,6,4,28,0,25,0.5263157894736842,0.583625730994152,25,0.5263157894736842,0.583625730994152,25,0.5263157894736842,0.583625730994152
fund.eastmoney.com/trade/default.html,stock.eastmoney.com,37,5,0,32,0,24,0.5,0.564959696538644,24,0.5,0.564959696538644,24,0.5,0.564959696538644
fundlc.eastmoney.com/,stock.eastmoney.com,21,3,0,18,0,7,0.75,0.6901420217209692,7,0.75,0.6901420217209692,7,0.75,0.6901420217209692
emhd2.eastmoney.com/market/,stock.eastmoney.com,27,4,0,22,1,13,0.6086956521739131,0.6208344936415112,13,0.6086956521739131,0.6208344936415112,13,0.6086956521739131,0.6208344936415112
about.eastmoney.com/home/disclaimer,stock.eastmoney.com,35,4,0,31,0,20,0.5555555555555556,0.724749373433584,20,0.5555555555555556,0.724749373433584,20,0.5555555555555556,0.724749373433584
about.eastmoney.com/home/legal,stock.eastmoney.com,30,4,0,26,0,15,0.6122448979591837,0.7501461988304093,15,0.6122448979591837,0.7501461988304093,15,0.6122448979591837,0.7501461988304093
about.eastmoney.com/home/parper,stock.eastmoney.com,31,4,0,27,0,16,0.6,0.7444114318053198,16,0.6,0.7444114318053198,16,0.6,0.7444114318053198
about.eastmoney.com/home/links,stock.eastmoney.com,30,4,0,26,0,15,0.6122448979591837,0.7501461988304093,15,0.6122448979591837,0.7501461988304093,15,0.6122448979591837,0.7501461988304093
about.eastmoney.com/,stock.eastmoney.com,20,3,0,17,0,5,0.7692307692307693,0.8390350877192981,5,0.7692307692307693,0.8390350877192981,5,0.7692307692307693,0.8390350877192981
xinsanban.eastmoney.com/,stock.eastmoney.com,24,3,0,21,0,9,0.6976744186046512,0.7048245614035089,9,0.6976744186046512,0.7048245614035089,9,0.6976744186046512,0.7048245614035089
guba.eastmoney.com/jj.html,stock.eastmoney.com,26,4,0,22,0,13,0.6222222222222222,0.6036726431463273,13,0.6222222222222222,0.6036726431463273,13,0.6222222222222222,0.6036726431463273
dougu.eastmoney.com/list.html?type=gjb&win=today,stock.eastmoney.com,47,6,0,40,0,34,0.44776119402985076,0.6339912280701755,34,0.44776119402985076,0.6339912280701755,34,0.44776119402985076,0.6339912280701755
dougu.eastmoney.com/list.html?type=gjb&win=guize,stock.eastmoney.com,47,6,0,40,0,34,0.44776119402985076,0.6339912280701755,34,0.44776119402985076,0.6339912280701755,34,0.44776119402985076,0.6339912280701755
data.eastmoney.com/other/dxzf.html,stock.eastmoney.com,34,5,0,29,0,21,0.5660377358490566,0.6146478328173375,21,0.5660377358490566,0.6146478328173375,21,0.5660377358490566,0.6146478328173375
data.eastmoney.com/xg/pg/,stock.eastmoney.com,25,5,0,20,0,12,0.6818181818181818,0.652046783625731,12,0.6818181818181818,0.652046783625731,12,0.6818181818181818,0.652046783625731
data.eastmoney.com/other/gkzf.html,stock.eastmoney.com,34,5,0,29,0,21,0.5660377358490566,0.6146478328173375,21,0.5660377358490566,0.6146478328173375,21,0.5660377358490566,0.6146478328173375
fund.eastmoney.com/ztjj/#!curr/zf-%E7%83%AD%E9%97%A8%E4%B8%BB%E9%A2%98/fs/SYL_3Y/fst/DESC,stock.eastmoney.com,88,24,19,31,14,76,0.25925925925925924,0.4885246824927487,76,0.25925925925925924,0.4885246824927487,76,0.25925925925925924,0.4885246824927487
fund.eastmoney.com/ztjj/#!curr/a6f8bc77427361a8-%E8%BD%AC%E5%80%BA%E6%A0%87%E7%9A%84/fs/SYL_6Y/fst/DESC,stock.eastmoney.com,102,24,20,34,24,90,0.22950819672131148,0.48139766892960556,90,0.22950819672131148,0.48139766892960556,90,0.22950819672131148,0.48139766892960556
quote.eastmoney.com/center/gridlist.html?st=ChangePercent&sr=-1#sh_a_board,stock.eastmoney.com,72,11,2,58,1,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037
jigou.eastmoney.com/guojiyanshengpinzhiku/index.html,stock.eastmoney.com,52,5,0,47,0,38,0.4225352112676056,0.625978407557355,38,0.4225352112676056,0.625978407557355,38,0.4225352112676056,0.625978407557355
quote.eastmoney.com/center/mgsc.html,stock.eastmoney.com,36,5,0,31,0,21,0.5454545454545454,0.6788499025341131,21,0.5454545454545454,0.6788499025341131,21,0.5454545454545454,0.6788499025341131
quote.eastmoney.com/center/boardlist.html?st=ChangePercent&sortRule=0#concept_board,stock.eastmoney.com,81,9,3,68,1,68,0.29411764705882354,0.5949587824984146,68,0.29411764705882354,0.5949587824984146,68,0.29411764705882354,0.5949587824984146
data.eastmoney.com/hsgt/index.html,stock.eastmoney.com,34,5,0,29,0,21,0.5660377358490566,0.5991056071551427,21,0.5660377358490566,0.5991056071551427,21,0.5660377358490566,0.5991056071551427
jigou.eastmoney.com/guotaijunanqihuo/index.html,stock.eastmoney.com,47,5,0,42,0,33,0.45454545454545453,0.636207540126913,33,0.45454545454545453,0.636207540126913,33,0.45454545454545453,0.636207540126913
jigou.eastmoney.com/zhongxinjiantouqihuo/index.html,stock.eastmoney.com,51,5,0,46,0,37,0.42857142857142855,0.6278637770897834,37,0.42857142857142855,0.6278637770897834,37,0.42857142857142855,0.6278637770897834
jigou.eastmoney.com/zhongxinjiantouzhengquan/index.html,stock.eastmoney.com,55,5,0,50,0,41,0.40540540540540543,0.6207336523125997,41,0.40540540540540543,0.6207336523125997,41,0.40540540540540543,0.6207336523125997
jigou.eastmoney.com/jinbailintouzi/index.html,stock.eastmoney.com,45,5,0,40,0,31,0.46875,0.6409356725146199,31,0.46875,0.6409356725146199,31,0.46875,0.6409356725146199
jigou.eastmoney.com/shanghaijinshuwang/index.html,stock.eastmoney.com,49,5,0,44,0,35,0.4411764705882353,0.6318653777300394,35,0.4411764705882353,0.6318653777300394,35,0.4411764705882353,0.6318653777300394
jigou.eastmoney.com/shanghaiyousewang/index.html,stock.eastmoney.com,48,5,0,43,0,34,0.44776119402985076,0.6339912280701755,34,0.44776119402985076,0.6339912280701755,34,0.44776119402985076,0.6339912280701755
jigou.eastmoney.com/shanghaizhengquantong/index.html,stock.eastmoney.com,52,5,0,47,0,38,0.4225352112676056,0.625978407557355,38,0.4225352112676056,0.625978407557355,38,0.4225352112676056,0.625978407557355
quote.eastmoney.com/center/gridlist.html#ah_comparison,stock.eastmoney.com,53,7,0,47,0,39,0.410958904109589,0.6294671864847303,39,0.410958904109589,0.6294671864847303,39,0.410958904109589,0.6294671864847303
vote.eastmoney.com/,stock.eastmoney.com,19,3,0,16,0,5,0.7894736842105263,0.8114035087719298,5,0.7894736842105263,0.8114035087719298,5,0.7894736842105263,0.8114035087719298
topic.eastmoney.com/zhengquan.html,stock.eastmoney.com,34,4,0,30,0,19,0.6415094339622641,0.7296181630546955,19,0.6415094339622641,0.7296181630546955,19,0.6415094339622641,0.7296181630546955
quote.eastmoney.com/center/gridlist.html#hk_gem,stock.eastmoney.com,46,7,0,40,0,32,0.45454545454545453,0.6441769316909295,32,0.45454545454545453,0.6441769316909295,32,0.45454545454545453,0.6441769316909295
quote.eastmoney.com/center/gridlist.html#us_technology,stock.eastmoney.com,53,7,0,47,0,39,0.410958904109589,0.6294671864847303,39,0.410958904109589,0.6294671864847303,39,0.410958904109589,0.6294671864847303
quote.eastmoney.com/center/gridlist.html#us_financial,stock.eastmoney.com,52,7,0,46,0,38,0.4166666666666667,0.6313306852035749,38,0.4166666666666667,0.6313306852035749,38,0.4166666666666667,0.6313306852035749
dougu.eastmoney.com/,stock.eastmoney.com,20,3,0,17,0,6,0.7692307692307693,0.7798245614035088,6,0.7692307692307693,0.7798245614035088,6,0.7692307692307693,0.7798245614035088
quote.eastmoney.com/center/gridlist.html#sh_a_board,stock.eastmoney.com,50,8,0,43,0,36,0.42857142857142855,0.6352769177846577,36,0.42857142857142855,0.6352769177846577,36,0.42857142857142855,0.6352769177846577
quote.eastmoney.com/center/gridlist.html?sortType=H&sortRule=-1#sh_a_board,stock.eastmoney.com,72,11,3,57,1,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037
quote.eastmoney.com/center/gridlist.html?sortType=J&sortRule=-1#sh_a_board,stock.eastmoney.com,72,11,3,57,1,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037
quote.eastmoney.com/center/gridlist.html?sortType=I&sortRule=-1#sh_a_board,stock.eastmoney.com,72,11,3,57,1,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037,59,0.3225806451612903,0.602773826458037
data.eastmoney.com/jgdy/,stock.eastmoney.com,24,4,0,20,0,11,0.6976744186046512,0.6603801169590644,11,0.6976744186046512,0.6603801169590644,11,0.6976744186046512,0.6603801169590644
data.eastmoney.com/executive/gdzjc.html,stock.eastmoney.com,39,5,0,34,0,26,0.5172413793103449,0.5802519118308591,26,0.5172413793103449,0.5802519118308591,26,0.5172413793103449,0.5802519118308591
data.eastmoney.com/executive/gdzjc.html?name=%e5%8d%8e%e6%b3%b0%e8%b5%84%e7%ae%a1-%e5%b7%a5%e5%95%86%e9%93%b6%e8%a1%8c-%e5%8d%8e%e6%b3%b0%e8%b5%84%e4%ba%a7-%e5%88%9b%e8%b5%a2%e7%b3%bb%e5%88%97%e4%b8%93%e9%a1%b9%e4%ba%a7%e5%93%81(%e7%ac%ac1%e6%9c%9f)&stat=all,stock.eastmoney.com,257,76,0,106,72,245,0.10830324909747292,0.47142662858697126,245,0.10830324909747292,0.47142662858697126,245,0.10830324909747292,0.47142662858697126
data.eastmoney.com/executive/gdzjc.html?name=%e5%b8%b8%e5%b7%9e%e5%b8%b8%e6%8a%95%e4%ba%91%e4%bf%a1%e4%ba%a7%e4%b8%9a%e6%8a%95%e8%b5%84%e5%9f%ba%e9%87%91%e5%90%88%e4%bc%99%e4%bc%81%e4%b8%9a(%e6%9c%89%e9%99%90%e5%90%88%e4%bc%99)&stat=all,stock.eastmoney.com,235,67,0,96,69,223,0.11764705882352941,0.47323322430369713,223,0.11764705882352941,0.47323322430369713,223,0.11764705882352941,0.47323322430369713
data.eastmoney.com/executive/gdzjc.html?name=%e5%a4%a9%e9%80%9a%e6%8e%a7%e8%82%a1%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8&stat=all,stock.eastmoney.com,143,37,0,71,34,131,0.18404907975460122,0.48676900584795324,131,0.18404907975460122,0.48676900584795324,131,0.18404907975460122,0.48676900584795324
data.eastmoney.com/executive/gdzjc.html?name=%e5%a4%a9%e6%b4%a5%e7%94%9f%e5%ad%a6%e4%bc%81%e4%b8%9a%e7%ae%a1%e7%90%86%e5%90%88%e4%bc%99%e4%bc%81%e4%b8%9a(%e6%9c%89%e9%99%90%e5%90%88%e4%bc%99)&stat=all,stock.eastmoney.com,199,55,0,85,56,187,0.136986301369863,0.477046783625731,187,0.136986301369863,0.477046783625731,187,0.136986301369863,0.477046783625731
